Supplier,Date Received,Vendor,Retailer,Address1,Address2,City,State,Zip,Phone,Country,Count Order,Units,Cost
"Ridgecrest Herbals, Inc.",07/21/2013,Threshold Enterprises,Krieger's Health Foods Market,615 Graham Road,,Cuyahoga Falls,OH,44221,(330) 929-2929,US,1,2,$19.00
"Ridgecrest Herbals, Inc.",07/22/2013,Select Nutrition - East,GREEN EARTH GROCERY,1086 North Irish Rd,,Davison,MI,48423,810-658-5305,US,1,2,$25.00
"Ridgecrest Herbals, Inc.",07/22/2013,Select Nutrition - East,Mother Earth Foods,1638 19th St,,Parkersburg,WV,26101,(304) 428-1024,US,1,2,$22.00
"Ridgecrest Herbals, Inc.",07/22/2013,Select Nutrition - East,Newark Natural Foods Co-Op,280 E Main St.,,Newark,DE,19711,(302) 368-5893,US,1,6,$78.00
"Ridgecrest Herbals, Inc.",07/22/2013,Select Nutrition - East,Sawall Health Foods,2965 Oakland Drive,,Kalamazoo,MI,49008,(269) 343-3619,US,2,9,$123.00
"Ridgecrest Herbals, Inc.",07/22/2013,Select Nutrition - East,TOTAL NUTRITION,5610 S. 108th ST,,HALES CORNERS,WI,53130,(414) 529-2989,US,1,2,$25.00
"Ridgecrest Herbals, Inc.",07/22/2013,UNFI Atlanta,New Leaf Market,1235 Apalachee Pkwy,,Tallahasse,FL,32301,(850) 942-2557,US,2,4,$38.00
"Ridgecrest Herbals, Inc.",07/22/2013,UNFI Chesterfield,Natural Frontier Market,1104 Cortelyou Rd.,,Brooklyn,NY,11218,(718) 284-3593,US,1,3,$37.50
"Ridgecrest Herbals, Inc.",07/22/2013,UNFI Dayville,Healthy Appetites,44 Long Pond Rd,,Plymouth,MA,02360,(508) 747-8100,US,2,6,$57.00
"Ridgecrest Herbals, Inc.",07/22/2013,UNFI Greenwood,Highland Nutrition Center,320 Walnut St.,,Highland,IL,62249,(618) 654-9017,US,2,2,$33.00
"Ridgecrest Herbals, Inc.",07/22/2013,UNFI IA,Health Hut - Brookfield,19035 W. Bluemound Rd.,,Brookfield,WI,53045,(262) 821-2122,US,1,3,$37.50
"Ridgecrest Herbals, Inc.",07/22/2013,UNFI IA,People's Grocery,523 S. 17th Street,,Manhattan,KS,66502,(785) 539-4811,US,1,3,$28.50
"Ridgecrest Herbals, Inc.",07/22/2013,UNFI Sarasota,Earth Origins Market #14,1279 S Beneva Rd,,Sarasota,FL,34232,(941) 365-3700,US,2,4,$49.00
"Ridgecrest Herbals, Inc.",07/22/2013,UNFI Sarasota,Sustain Natural Market,3060 E Semoran Blvd,Ste 100,Apopka,FL,N/A,(407) 489-1167,US,2,2,$25.00
"Ridgecrest Herbals, Inc.",07/23/2013,Nature's Best-Calif,Good Health Nutrition Center,503 Harrison Avenue,,Centralia,WA,98531-1345,(360) 736-3830,US,1,4,$60.88
"Ridgecrest Herbals, Inc.",07/23/2013,Palko Distributing Co.,Genes Health Food ,1738 Sweeney Street,,Owensboro,KY,42303,(270) 684-7221,US,2,5,$68.50
"Ridgecrest Herbals, Inc.",07/23/2013,Select Nutrition - CL,Mama Jean's Natural Market #1,1727 S. Campbell,,Springfield,MO,65807,(417) 831-5229,N/,1,3,$30.00
"Ridgecrest Herbals, Inc.",07/23/2013,Select Nutrition - East,Campbell's-University,4040 University Ave.,Uptown Shopping Center,Des Moines,IA,50311,(515) 277-6351,US,1,3,$60.03
"Ridgecrest Herbals, Inc.",07/23/2013,Select Nutrition - East,Natural Mercantile,341 E COLONIAL HWY,,Hamilton,VA,20159,(540) 338-7080,US,1,2,$30.00
"Ridgecrest Herbals, Inc.",07/23/2013,Threshold Enterprises,Granary St-Texarkana,2315 Richmond Rd #15,,Texarkana,TX,75503,(903) 831-5940,US,1,12,$198.00
"Ridgecrest Herbals, Inc.",07/23/2013,Threshold Enterprises,TML Florids LLC DBA Richard's Foodporium,3150 Tampa Rd. Unit 8,,Oldsmar,FL,34677,(727) 772-8141,US,1,1,$10.00
"Ridgecrest Herbals, Inc.",07/23/2013,UNFI Dayville,"Feel - Rite, Buffalo",2141 Delaware Ave.,,Buffalo,NY,14216,(716) 837-7661,US,1,12,$132.00
"Ridgecrest Herbals, Inc.",07/23/2013,UNFI Denver,Main Street Market,333 Omaha St,Suite 2,Rapid City,SD,57701,(605) 341-9099,US,2,4,$50.00
"Ridgecrest Herbals, Inc.",07/24/2013,Select Nutrition - East,Natural Food Store,374 Main Street,,Niantic,CT,06357,(860) 739-9916,US,1,4,$52.50
"Ridgecrest Herbals, Inc.",07/24/2013,Select Nutrition - East,Our Daily Bread,9414 Florida Blvd.,,Baton Rouge,LA,70815,(225) 924-9910,US,1,5,$74.52
"Ridgecrest Herbals, Inc.",07/24/2013,Threshold Enterprises,Harvest Moon Health Foods,2146 N Main St #526,,Layton,UT,84041,(801) 719-6028,US,1,4,$65.00
"Ridgecrest Herbals, Inc.",07/24/2013,Threshold Enterprises,Nature's Remedies,533 Montague Ave.,,Greenwood,SC,29649,(864) 388-9295,US,1,2,$30.00
"Ridgecrest Herbals, Inc.",07/24/2013,Threshold Enterprises,Paradise Health-Wickham,6300 N. Wickham Rd.,,Melbourne,FL,32940,(321) 242-6040,US,2,6,$120.03
"Ridgecrest Herbals, Inc.",07/24/2013,Threshold Enterprises,"VitanHerbs, LLC",410 W 1st Ave,,Roselle,NJ,07203,(908) 245-6002,US,1,1,$10.00
"Ridgecrest Herbals, Inc.",07/25/2013,Select Nutrition - CL,The Mustard Seed,969 Arsenal Street,,Watertown,NY,13601,(180) 024-1257,US,1,3,$37.50
"Ridgecrest Herbals, Inc.",07/25/2013,Threshold Enterprises,Healthy Choice Apothecary,6 South Greely Ave,,Chappaqua,NY,10574,(914) 238-1700,US,1,2,$19.00
"Ridgecrest Herbals, Inc.",07/25/2013,Threshold Enterprises,Healthy Home Market (Galleria),1816 Galleria Blvd Ste G,,Charlotte,NC,28270,,US,1,4,$50.00
"Ridgecrest Herbals, Inc.",07/25/2013,Threshold Enterprises,Healthy Horizons Inc,7034 Indianapolis Blvd,,Hammond,IN,46324,(219) 845-8450,US,1,2,$19.00
"Ridgecrest Herbals, Inc.",07/25/2013,UNFI Dayville,New Morning Country Store,738 Main Street South,,Woodbury,CT,06798,(203) 263-4868,US,1,1,$12.50
"Ridgecrest Herbals, Inc.",07/25/2013,UNFI Dayville,NRG Cape Cod NF #7,1600 Falmouth Rd. Ste. 27,Bell Tower Mall,Centerville,MA,02632,(508) 771-8394,US,1,1,$16.50
"Ridgecrest Herbals, Inc.",07/26/2013,Palko Distributing Co.,Makin It Natural Health Food,2502 Ashford Drive,,Clovis,NM,88101,(575) 763-8286,US,1,2,$33.00
"Ridgecrest Herbals, Inc.",07/26/2013,Super Natural Distributors,Harvest Health Foods,4150 32nd Ave.,,Hudsonville,MI,49426,(616) 896-6630,US,1,2,$40.00
"Ridgecrest Herbals, Inc.",07/26/2013,Threshold Enterprises,Clovers Natural Market,2012 E Broadway,,Columbia,MO,65201,(573) 449-1650,US,2,10,$95.00
"Ridgecrest Herbals, Inc.",07/26/2013,Threshold Enterprises,Richard's-Birdbay,593 US 41 Bypass North,,Venice,FL,34285,(941) 484-2354,US,1,3,$28.50
"Ridgecrest Herbals, Inc.",07/27/2013,UNFI Northern California,New Leaf Community Markets,6240 Highway 9,,Felton,CA,95018,(831) 335-7322,US,1,1,$12.50
"Ridgecrest Herbals, Inc.",07/27/2013,UNFI Texas,Vitamins Plus #101,824 W University,,Denton,TX,76201,(940) 382-8816,US,1,3,$28.50
"Ridgecrest Herbals, Inc.",07/28/2013,Select Nutrition - East,Health Fair,625 Branch Ave.,,Little Silver,NJ,07739,(732) 747-3140,US,1,5,$61.50
"Ridgecrest Herbals, Inc.",07/28/2013,UNFI Chesterfield,Green Earth,4 Market St.,,Oneonta,NY,13820,(607) 432-7160,US,1,1,$12.50
"Ridgecrest Herbals, Inc.",07/29/2013,Nature's Best-Dallas,Fresh Plus #2,2917 West Anderson Lane,,Austin,TX,78757,(512) 294-4791,US,1,2,$31.56
"Ridgecrest Herbals, Inc.",07/29/2013,Select Nutrition - CL,Samson and the Lion Natural Foods,1528-D Zoo Pkwy,,Asheboro,NC,27205,(336) 625-8300,US,2,4,$50.00
"Ridgecrest Herbals, Inc.",07/29/2013,Select Nutrition - East,Better Thymes Natural Foods,417 South Street,Royal Plaza Shopping Cntr.,Front Royal,VA,22630,(540) 636-9209,US,1,2,$19.00
"Ridgecrest Herbals, Inc.",07/29/2013,Select Nutrition - East,Bulk-N-Natural Food Store,3737 Bahia Vista Street,,Sarasota,FL,34232,(941) 957-0595,US,1,2,$20.00
"Ridgecrest Herbals, Inc.",07/29/2013,Select Nutrition - East,The Good Seed Natural Food Market,138 Central Ave,,Seekonk,MA,02771,(508) 399-7333,US,1,1,$20.01
"Ridgecrest Herbals, Inc.",07/29/2013,Threshold Enterprises,Cone's Health Foods,8200 Stockdale Hwy,B-3,Bakersfield,CA,93311,(661) 832-5669,US,1,1,$12.50
"Ridgecrest Herbals, Inc.",07/29/2013,Threshold Enterprises,Richard's-Cooper Creek,8207 Cooper Creek Blvd,,Sarasota,FL,34201,(941) 358-8011,US,1,5,$47.50
"Ridgecrest Herbals, Inc.",07/29/2013,Threshold Enterprises,Sunshine Health Foods,415 Morro Bay Blvd,,Morro Bay,CA,93442,(805) 772-7873,US,1,1,$7.50
"Ridgecrest Herbals, Inc.",07/29/2013,UNFI Dayville,Cornucopia Foods ,150 Main St,,Northampton,MA,01060-3131,(413) 586-3800,US,1,1,$12.50
"Ridgecrest Herbals, Inc.",07/29/2013,UNFI Greenwood,Good Earth NF,6350 Guilford Ave,,Indianapolis,IN,46220,(317) 253-3709,US,2,12,$165.00
"Ridgecrest Herbals, Inc.",07/30/2013,Select Nutrition - East,Monmouth Health Foods,181 Main St.,,Manasquan,NJ,08736,(732) 223-4900,US,1,1,$16.50
"Ridgecrest Herbals, Inc.",07/30/2013,Select Nutrition - East,Mother Earth - Tamiami ,16520 S Tamiami # 25,,Ft. Myers,FL,33908-4521,(239) 454-8009,US,1,2,$30.00
"Ridgecrest Herbals, Inc.",07/30/2013,Threshold Enterprises,The Natural Foods Store,131 Hulmeville Avenue,,Penndel,PA,19047,(215) 752-7268,US,1,3,$39.00
"Ridgecrest Herbals, Inc.",07/30/2013,UNFI Sarasota,Diane's Natural Food Market,101 PALM HARBOR PKWY,,Palm Coast,FL,32137,386-597-5244 ,US,1,2,$19.00
"Ridgecrest Herbals, Inc.",07/31/2013,Nature's Best-Dallas,Jack's Natural Foods,400 E Loop 281,,Longview,TX,75605,(903) 758-9777,US,1,3,$60.06
"Ridgecrest Herbals, Inc.",07/31/2013,Palko Distributing Co.,"Health Food Cupboard, LLC",104 N. Scioto St.,,Circleville,OH,43113,(740) 477-1204,US,1,1,$15.00
"Ridgecrest Herbals, Inc.",07/31/2013,Select Nutrition - CL,Souther's Natural Foods / Herbs,14750 Martin Luther King Blvd,,Dover,FL,33527,(813) 659-0349,US,1,6,$90.00
"Ridgecrest Herbals, Inc.",07/31/2013,Select Nutrition - East,Earth Origins #50,3005 West Lake Mary Blvd,Unit #124,Lake Mary,FL,32746,727-631-3928,US,1,7,$95.00
"Ridgecrest Herbals, Inc.",07/31/2013,Select Nutrition - East,Feel Rite-W. Seneca,3521 Seneca St,,W. Seneca,NY,14224,(716) 675-6620,US,2,3,$37.50
"Ridgecrest Herbals, Inc.",07/31/2013,Select Nutrition - East,Yes Organic Mkt-14th St NW,2123 14th St NW,,Washington,DC,20009,(202) 232-6603,US,1,3,$33.00
"Ridgecrest Herbals, Inc.",07/31/2013,Select Nutrition - West,Pacific Health Foods,944 Linden Ave,,Carpinteria,CA,93013,(805) 692-4900,US,1,1,$15.00
"Ridgecrest Herbals, Inc.",07/31/2013,UNFI Northern California,North Coast-Eureka,25 4th St.,,Eureka,CA,95501,(707) 443-6027,US,1,1,$9.50
"Ridgecrest Herbals, Inc.",07/31/2013,UNFI Northwest,Moscow Food Co-Op 2,121 East 5th Street,,Moscow,ID,83843-2919,(208) 882-8537,US,1,1,$12.50
